,0,1
4930,"Holiday Inn Manchester - City Centre, an IHG Hotel","Lovely greeting, we were early off the train but they allocated rooms, one super king and one king, hey ho. The hotel is clean, warm, secure, staff on duty. Rooms clean, great bed and pillows. Bathroom spotless. Great breakfast. Just cannot fault this hotel and the price superb. This will be our Manchester hotel stay in the future, great location, we ate on Can Street just across the road."
4931,"Holiday Inn Manchester - City Centre, an IHG Hotel",Overnight stay for a Manchester Opera House performance with my partner. Flawless check in (slightly early) Comfy room. Excellent breakfast and easy checkout. Extremely convenient for Manchester Piccadilly train station and all the fun of the Gay Village on Canal Street
4932,"Holiday Inn Manchester - City Centre, an IHG Hotel","Clean, comfortable, sheets changed regularly and towels every day, good housekeeping. Room had both a shower and bath. Nice breakfast which was included in the price we paid. Had a fridge in the room which is a major plus for me. Near to everything. Will use again if in Manchester."
4933,"Holiday Inn Manchester - City Centre, an IHG Hotel","Good things: room was clean, spacious and comfortable, staff were friendly, late check-out as a platinum IHG member was honoured, breakfast was fantastic. Bad tnings: clearly the hotel is accommodating a lot of long-term visitors on behalf of the UK Government, and the resulting security guards around the lobby and on the lower floors' lift landings created an unpleasant and rather ""edgy"" atmosphere. Having the restaurant divided up with false walls to separate these people from hotel guests was similarly unpleasant, understandable as it may be. It felt awkward, especially in the lifts."
4934,"Holiday Inn Manchester - City Centre, an IHG Hotel",The young man who checked us in was totally indifferent and just before giving us our keys he wandered off to deal with someone else without an apology before or after. The location of the hotel is good and the room clean and comfortable. Breakfast was good and servers fine. The restaurant in the evening however has zero atmosphere and the service is awful. The menu is uninspiring and the food just ok.I will give a special mention to Lauren who did her best to compensate for her colleagues and offered a free drink when our order was confused. I was surprised that orders are taken on a pad then have to be entered into the computer behind the bar. Not very 21st century. The handy location means we might return but we would avoid the restaurant.
4935,"Holiday Inn Manchester - City Centre, an IHG Hotel","We stay here around this time every year and there are so many positives about the hotel. Location is the main plus as it's a 5min walk to the main train station, a little further to the shops and around 10mins to the Palace Theatre. The check-in staff were excellent and I enjoyed our little chat about theatre. The room was, as usual, very comfortable and clean. Beds comfy, very quiet and a big spacious bathroom (and that's just a standard room). A few improvements that we felt were needed focused on the restaurant and bar only: breakfast was disappointing. I'm afraid I'd have to agree with one of the previous comments about other venues offering better value for money. We do like the convinence of popping down for breakfast and back to the room. On both days, fried eggs had run…"
4936,"Holiday Inn Manchester - City Centre, an IHG Hotel",I had a great stay at the hotel. It was only for one night but it was very comfortable & the room service was fantastic! Thanks to Jose at reception the next morning who made my following day off to a great start. Will be back!
4937,"Holiday Inn Manchester - City Centre, an IHG Hotel","Stayed five nights in early October. My third time staying here in the last few years. Always enjoy my stay. I was placed in room 601, a beautiful corner suite. Great location, close to gay village, Arndale mall, Northern Quarter, etc. Many thanks to the staff for making my stay great. Namely, Lijun and Liana at the restaurant - thank you for the courteous and attentive service; appreciate those early morning Americanos. Thanks to Fina and Rodica for housekeeping service, and quick attention when I requested my pull out couch be made ready for sleeping. Lastly Jack, the handsome front desk manager and the young lady whose name I can't remember. Thanks for letting me stay an extra hour or so for check out. Looking forward to my next stay. Hoping this exact message is shared with…"
4938,"Holiday Inn Manchester - City Centre, an IHG Hotel","The moment I walked in I could tell this was a great HI. The surroundings and atmosphere are first class with a really nice relaxing ambience. Check in was very welcoming with the novel addition of a desktop lucky dip for IHG members for which I won 200 points. The room didn’t disappoint either, very contemporary and light and with everything you would expect plus a fridge. The bathroom too was clean and modern with a walk-in shower. Only disappointment here was the individual small plastic body wash and shampoo bottles rather than the more eco friendly dispensers. Another minus point is you can hear the rumbling trams quite clearly up till about 12 am and then again early morning and I assume this is no matter what side facing room you’re in, but as its name suggests this is a…"
4939,"Holiday Inn Manchester - City Centre, an IHG Hotel","The accommodation is ver clean, aesthetic and spacious. The rooms are great with good size beds and very comfy pillows! All the employees are very friendly and helpful. Breakfast is lovely with lots of options from a full English to fresh fruit and milk options!!"
4940,"Holiday Inn Manchester - City Centre, an IHG Hotel","I have stayed at this hotel on 3 separate occasions across multiple days for work and have always been welcomed by friendly faces who go the extra mile. The reception staff are always polite, greet you with a smile, and nothing is too much trouble. The rooms are extremely comfortable and always clean and tidy. I had an issue with a leaking iron on my last stay, called reception and a few minutes later housekeeping arrived with a new iron and took the faulty one away. Great speedy service! In addition, the restaurant was always clean, tidy and welcoming. In particular, Mason, who always remembered my face and made an effort to come over and chat with me at dinner. I would definitely recommend this hotel and would stay here again."
4941,"Holiday Inn Manchester - City Centre, an IHG Hotel",Great for a weekend trip. Well situated to see the sights of Manchester and walkable from the Etihad on match day for City fans. We had a junior suite with a nice separate area for the kiddo to sleep. Clean and comfortable. The staff was great and made it easy to stow our bags minutes after arriving by train at Piccadilly. Piccadilly Gardens metrolink is also a very short walk away.
4942,"Holiday Inn Manchester - City Centre, an IHG Hotel",I have stayed at this hotel many times over the years The check in was excellent as a diamond elite member and an upgraded room to a junior suite The hotel is very modern and the rooms spacious with all the facilities you would expect Wi-Fi is free Service in the bar area wasn’t great again and the food order was wrong as always Just seems they employ young staff with little experience Breakfast was Good Hotel is very central
4943,"Holiday Inn Manchester - City Centre, an IHG Hotel","A special thanks to Chloe Schofield & her events team. Chloe had patience with my wife and I the whole time of us planning our wedding. Although it was last min planning she done an amazing job. The rooms that we chose to have our ceremony and reception was both spot on. We had an amazing night. Food was spot on. They also catered to some guest that had special dietary needs. We done our own decorating but it blended in nicely with the room. We did have a hiccup however, we spoke to Chloe about it and she said she would have a chat with the team. Overall my wife and I HIGHLY RECOMMEND this location. We also HIGHLY RECOMMEND using Chloe Schofield. Let me not forget to mention our 10 rooms that were apart of the package we chose. All our guest were pleased and happy. OUR…"
4944,"Holiday Inn Manchester - City Centre, an IHG Hotel","We stayed here as a family going to a gig at the nearby AO Arena. Good location for the arena, not too near, not too far, short cab ride or walkable in about 20mins. We had a suite with a double, and a sofa bed and cot bed behind a partition. The room was clean and comfortable and the bathroom was nice too. Good to have a walk in shower and a bath when you have a family of four staying together. Reception staff were friendly and helpful and from the stay point of view, couldn't fault it. However, we did eat at the hotel for our evening meal. Mostly for ease, as we were heading out to the arena, but it was very clear that neither the waiting staff or the chef was used to producing and serving many evening meals. We were probably the first guests of the evening in a relatively…"
4945,"Holiday Inn Manchester - City Centre, an IHG Hotel","We stayed here for three nights and used it as a base for visiting universities in Manchester and other cities in the region. The staff was always friendly and willing to help as needed. Our room was quite spacious for the two of us, and the bed was quite comfortable. The only quirky thing was that the mirror in the bathroom appeared to be installed upside down as the anti-fog section of it was at the very top such that it was way too high to be useful to a person of average height. The breakfast was decent, with plenty of choices. However, if it had not been included with our room reservation, I doubt that we would have opted to eat there as there were lots of coffee shops and cafes nearby for a much lesser cost. We also had room service one evening and the food was okay at…"
4946,"Holiday Inn Manchester - City Centre, an IHG Hotel",A dreadful night’s stay in a gloomily lit and drably decorated room which was plagued with noise from Manchester United fans staying in the property who were celebrating a rare win in recent times. The room was not as clean as it could have been and the bed and pillows were far from comfortable. I found the front desk staff to be disengaged and disinterested when I highlighted my concerns. Breakfast was passable but otherwise I wouldn’t return here. An expensive mistake.
4947,"Holiday Inn Manchester - City Centre, an IHG Hotel","Lovely hotel and great location, just a short walk away from picadilly train station. Near to all shops in the centre. Rooms were nice and decorated well. Wanted a full breakfast on the morning but at £16.95 per person we decided to walk a few yards to the Wetherspoons and paid less than that for 2 people including drinks. There are a few car parks near by, NCP and picadilly station."
4948,"Holiday Inn Manchester - City Centre, an IHG Hotel","Lovely hotel, great location and recently refurbished. I was upgraded to a junior suite on arrival which was a fabulous room with a huge amount of space and lovely bathroom. Couldn’t have asked for more and will be back when on business in Manchester"
4949,"Holiday Inn Manchester - City Centre, an IHG Hotel","Stayed for 2 nights over the weekend. ROOM: The room was spotless and really nice. The bed was amazing, it was huge and so comfortable. There was coffee/tea facilities, biscuits and a fridge, though it would have been nice if they would have atleast put a complimentary bottle of water in the fridge. There was a hairdryer, toiletries, towels, ironing board and iron, a safe, wardrobe with hangers, full length mirror, a desk/dressing table and comfy chair, another comfy chair with a table, bedside tables with lamps, a tv with menu and all channels, bathroom was lovely and shower was huge, aircon system in room was really good. LOCATION: The hotel is in a fantastic location, it is literally across the road from Canal Street and five minutes walk from Piccadilly Train Station. …"
4950,The Z Hotel Glasgow,"Stayed here whilst visiting family in Scotland, the room was small but well equipped. Fantastic value for money aswell. I also used their parking offer, so was able to park my car in the close by NCP and got it for 50% off! Hotel was located very centrally and a very short walk from George Square"
4951,The Z Hotel Glasgow,"Fantastic price for a stay in a city centre hotel. Staff were great. Room had everything you would need for an overnight. Great to see coffee bags being used instead of instant coffee on hospitality tray. Own room temp controls, quiet and very comfortable. We are members so I got complimentary cheese and wine ! More homely, welcoming and better decoration than Trafalgar Square Z Hotel. But then I’m very biased about Glasgow !"
4952,The Z Hotel Glasgow,"Excellent location on George Square, steps from Queen St. Station and many attractions. Rooms are small and basic but very clean. A small but inviting bar area serves free wine and cheese in the afternoon. Charlie and Jurgita were very helpful and kind."
4953,The Z Hotel Glasgow,"I love the compact rooms, they aren't for everyone but for a couple on short getaway it's perfect. The staff kept the room so tidy when we nipped out and kept on top of the mugs used and water. A little thing is I wish that in one nook of the room there was even just an extra shelf that would've been perfect to lay out a few of our things as if it had been a longer stay we would've started to run a little short. The bedding is amazing, pillows are very comfy and made us upset to return to our own bed and pillows, truly a comfortable experience. Very few things we didn't like on our stay, one issue we had was the TV does seem to dim as you get toward night time (could be dim all the time don't fully remember) both being night owls and coming back to the hotel at the end of…"
4954,The Z Hotel Glasgow,Myself and my husband have stayed in this hotel every month since our wedding in 2017 and the staff have always been amazing and very accomodating towards us. We usually stay in the Double room however have been upgraded a few times free of charge. Would highly recommend this hotel to anyone whether travelling for weeks at a time or even just overnight you'll be looked after 100%
4955,The Z Hotel Glasgow,"Well it’s been almost 2 years since I last stayed here but the good news is that it’s still excellent. Situated right next to Queen Street and a short walk to Glasgow Central it perfect for travellers. A few minute s walk to Buchanan Street so great for the shops too! Rooms whilst small are very stylish and come with a massive tv with all the Sky channels, aircon, and a nice selection of tea, coffee, and hot chocolate. But best of all is that their free cheese and wine is back which has been missed! Be warned though, it’s only available for those who book direct and not via sites like booking.com! It worth booking direct as not only do you get that but you get 10% off and complimentary late check out. If I was being a bit of a Karen the only thing I came across was cooking…"
4956,The Z Hotel Glasgow,Location is great. Beds are not comfortable! Been here a few times and the mattress is VERY firm and dipped in middle. Was under the impression time the mattress was due to be renewed but disappointed that I’ve just returned home from another uncomfortable sleep. Rooms could do with a mop of the floors. Staff are friendly and polite. Didn’t catch her name but lady with long blonde hair on reception was lovely.
4957,The Z Hotel Glasgow,"I had a great stay in a lovely hotel. The staff were excellent including Marilyn,Jurgita, Joanne, Charlie and everyone else not mentioned. I would highly recommend this hotel and will be coming back. Thanks all for all you have done to make my break enjoyable"
4958,The Z Hotel Glasgow,"Consistently excellent. Third time here and each stay is notable for the outstanding location and value, friendly staff, clean compact rooms, cool vibe and the best perk if you book direct on the Z Hotels website: complimentary cheese and wine! Paul and his evening team deserve a special mention for going the extra mile. It’s very much appreciated."
4959,The Z Hotel Glasgow,"This is my favourite hotel in Glasgow. In the past year I have spent about 20 days in the city, with the majority at this hotel. While the rooms are quite small they are always spotless and very modern. The shower is huge, the water pressure is great, and the beds are the most comfortable that I have slept in. Additionally, the rooms are cleaned and fresh towels are supplied every day. All rooms have aircons and the majority of rooms are noiseless, except for a small number with large older single glazed windows facing the street (although it's just a side street, so not busy). The TV boasts the full Sky package, including movies and sports. Breakfasts are good, but continental, unless you pay extra for something like a bacon or an egg roll and are served up until 11am. I have…"
4960,The Z Hotel Glasgow,"Top rating for a beaut place with great staff. Gary is the minister for first impressions. He rocks. I enjoyed the place and the people so much, I’m going back. It’s written that people make Glasgow. It’s true. And the Zed is where it’s at. Get ready Gary, I’m coming back."
4961,The Z Hotel Glasgow,"Paul and Carly working on the night shift, absolute legends. Helped me with my booking, I booked the wrong night and they fixed it for me, served me drinks all night until morning, had great banter, were just extremely amazing to be around. I only had cash to pay for the reservation which was accepted by the night manager Paul making sure I had a bed for the night. Best customer service in Glasgow by far."
4962,The Z Hotel Glasgow,"I stayed on my own and was worried about travelling solo but i was checked in by Jade at reception who was so lovely and then looked after by night manager Paul and Carly throughout the night. Honestly a wonderful stay, I will be back. i felt so safe in the hotel especially being a woman staying alone. Thank you so much guys!"
4963,The Z Hotel Glasgow,"Stayed for one night in windowless room, by windowless I mean the window didn’t open…the room had a window. Small but very comfortable room. Sky package and en-suite. Aircon in the room negated any issues with heat from the window not opening which was ideal. Well worth the money and very central. Would stay again."
4964,The Z Hotel Glasgow,"I didn't know what quite to expect in a hotel with rooms without windows. If you are claustrophobic it's not for you however I was surprised on how comfy it was, the bed was a good comfortable size and the way they built the ensuite is smart. As it didn't have windows it was obviously a somewhat dark room. It would be big enough for 2 people but there isn't much space so with luggage and such it could turn into a cramped space. It was very clean, the wifi was good and the tv had Sky. It's right in the centre of the city so you can explore easily. They offer breakfast at around £8 I think but I'm happy I didn't pay for this as in the morning when I was leaving I noticed there wasn't much choice. I would probably stay again."
4965,The Z Hotel Glasgow,"The hotel it’s self was ok for a city centre hotel. Great location. Good shower and bed adequate. Although there is building work going on we were not disturbed. Was a great stay until check out. Went to hand the key card in and get the parking ticket validated when the member of staff said he didn’t usually work here and didn’t know how to do it. I asked if the manager was about and he said he didn’t know where they was and thinking about it he doesn’t think they do discounted parking. I explained I have stayed here many times and never had a issue with validating the parking ticket to the discount rate and it also has signs in the Carpark for the hotel. He then told me if that’s the case they would of validated it when I arrived, I tried to explain they couldn’t of because I…"
4966,The Z Hotel Glasgow,"Upon first inspection this hotel was a 10 out of 10 for me. It is a beautifully kept, modern and very, very clean hotel with quite small but definitely great value for money rooms. However the mattress used on the bed was a huge letdown for me. It was sooo firm. It felt like I was sleeping on a piece of wood. I was so disappointed by this and would therefore not rebook at this hotel when returning to Glasgow. Please, please, please review your mattresses as l most definitely would have returned if my sleep had not been so disturbed. (We stayed in room 408. Just incase you want to check out the mattress for yourselves.) You do have a lovely hotel with fabulous staff but a good nights sleep is a must!"
4967,The Z Hotel Glasgow,"We stayed in room 222 an inside room no windows and a great sleep was had. The rooms are small but so cosy. The shower room and toilet spotless clean. Staff friendly and helpful,ideal location for city centre or if like us going to gigs in Glasgow. The down side for us was the steep prices for anything from the bar area. 1x g&t and 1x magners cider £12+, and £5+ for a peroni 330ml. Come on guys!!! Great hotel..."
4968,The Z Hotel Glasgow,"This hotel is situated just off George Square, close to bars and restaurants and a pleasant open space. The building itself is a remodelled printing works, lots of exposed brick and glass, being quite well done. A small bar/bistro on the ground floor is good if you don’t want to go anywhere. Staff are quite young but pleasant, and 24hr parking is available less than 5mins away. Drawbacks were that the room was very small. A comfortable double bed with access only on one side, was in the corner. An in-room en-suite may not suite all tastes, though it was spacious and modern. The room was fine for one night for 2 people but would get a bit claustrophobic after that. Ok for a lone traveller though. Allowing for the price booked in advance, good value with no real complaints."
4969,The Z Hotel Glasgow,"I was so impressed by this hotel! Initially I was sceptical as nearby hotels were more expensive, but I was delighted with my stay. It was a perfect central location / base for a couple of days in Glasgow. Right near the central bus station, shops, supermarkets. Modern rooms, reliable free WiFi and fantastic staff. Karolina made me feel so welcome as a solo traveller and was super helpful and accommodating. Once you stay and join the Z ‘club’ you get benefits like 10% off additional and a complimentary glass of wine :) The continental breakfast for £9 was good value."
4970,The Z Hotel Glasgow,I stayed at the Z hotel in Glasgow for six nights. I liked the fact that it is just one minute walk from Glasgow Queen Street railway station as I spend several days travelling to various destinations on day trips by train. It is less than one minute walk to both George Square and the starting point for the open top bus tour of Glasgow. I liked the fact that the hotel has Sky channels most especially Sky Sports though sadly Sheffield United and not Sheffield Wednesday were shown live when I was staying here. The staff were very friendly most especially Charlie who made me feel very welcome when I checked into the hotel.
4971,The Z Hotel Glasgow,Very pleasant stay here at the Z Hotel. Hotel is located 2 minutes walk from Queen Street and is close to everything Glasgow has to offer. Very modern decor inside as well. Rooms are small but it is only a bed for the night and has a very good shower and bathroom so not something worth moaning about. I would have given this a 5 star but there were ongoing building works that I wasn't informed about which took place in the morning. I do think besides this the Z Hotel was perfect and I will definitely return.
4972,The Z Hotel Glasgow,"Great location for this hotel in which I stayed for 4 nights. I had a queen room, which is still very small compared to a standard hotel room but this was perfect for me travelling on my own. I asked to be moved rooms after night 1 as there was a building site literally outside my window and the staff obliged by moving me immediately. The air con is great but it's quite loud and tough to sleep even with it off, as there's a constant humming sound. I had to use my ear plugs to block it out. Staff also allowed me to check out at 12 for free on my last day which I was very happy about. Beds were very comfy and would definitely stay here in future."
4973,The Z Hotel Glasgow,"We were in Glasgow for a wedding in early August, and there were a number of our party / couples who all stayed at the Z Hotel. The quality of the accommodation is pretty good for the price, particularly given its location. The room was clean, the bed was comfortable, the air-con worked well. We didn't expect too much space or glamour for the price. However there were a couple of very basic things that were skimped on, and surely they shouldn't be. For example, this was a Queen Bed room, designed for two people. How many hooks were there in the bathroom? One. Where is the other person supposed to hang their towel? Or the hand towel? We ended up having to drape one of the bath towels over the sliding glass shower door, and carefully hang the other bath towel underneath the hand…"
4974,The Z Hotel Glasgow,"BEST LOCATION. Great price. Love you can get food/drink in lobby. Rooms are tiny but that’s all you need. Clean and comfy. Friendly staff. Location is just steps off square. Restaurants, bus station, train station, shopping, cathedral - all right there."
4975,The Z Hotel Glasgow,I stayed at the hotel Sea in Glasgow. The location is great. Easy walk to the square. The people at the hotel were very kind and nice. The room is very small and is just really a place to sleep. There's no frills. Bed was a little bit hard for me so I was grateful it was only two nights.
4976,The Z Hotel Glasgow,"Overall, my mom and I had a pleasant experience with this hotel. Its location is excellent! Really close to George Square and is just a 15-minute bus ride from Glasgow Airport via Glasgow Airport Express. Hotel staff are also commendable because they are nice, kind, and helpful. Hotel cleanliness is excellent too especially the toilet and bathroom! We would definitely stay here again."
4977,The Z Hotel Glasgow,"I've stayed at the Z hotel numerous times and it just never fails! The rooms are well equipped and clean, location could not be better and the staff are just the friendliest, most helpful people! I cannot fault this place. The rooms are not large and that is not what this place is about, it is such a quality place at a superb rate that giving this place anything less than 5 stars would just be unfair. Thank you to the team for another perfect stay!"
4978,The Z Hotel Glasgow,Great price Central location Small rooms Sky TV Bathroom see through doors with no privacy. OK if with partner but maybe not if with friend or someone not so close to but personally not an issue for us as a couple Would return Have stayed twice Staff nice
4979,The Z Hotel Glasgow,Good access from Queen Street station as just along the road. Very quick check in to a comfortable room with all the amenities needed for a short break. Ground floor was quite loud as 002 is right next to the lift so you can hear other guests coming and going - not great at 1.30am. Would stay here again but request to be on a higher /quieter floor and room.
4980,The Z Hotel Glasgow,"Charlie and Carly attended amiably to my every need: gin and tonic, ice, a landline, a stool, and even took the phone while I was on hold just so I could step out to use the toilet as I had been on hold changing my flight for over two hours. Come to think of it, it was a third front desk employee whose name escapes me that handled the phone the brief minutes I was away. Clean accommodations and totally accessible to George Square as well as other important Glasgow venues. Thank you so much."
4981,The Z Hotel Glasgow,"We stayed for my boyfriend‘s 25th birthday. The staff were so welcoming and accommodating. We were checked in by a girl called Carly, she was so friendly, such a credit to the hotel! We were welcomed by a lovely box of chocolates and card in the room, such a minor detail but it meant a lot to us! We later on asked for restaurant recommendations and were provided with multiple different types of restaurants and food options! We will definitely be back!!"
4982,The Z Hotel Glasgow,"Bernie's lovely, food ain't bad, great vibes. I strongly recommend this place..great yoga retreat unbeliever chai late macha late for a great unwind. I would recvomf if you are into spiritual get aways"
4983,The Z Hotel Glasgow,"We stayed Sunday 26th, it was really busy due to Liam Gallagher gig. Our check in was just over an hour late due to housekeeping staff not showing up for their shift. We complained that it had impacted our dinner reservations as we had to get ready. They offered complimentary drinks throughout our wait and a very reasonable discount on food to tide us over until the gig. I felt bad for the front of house staff, not a lot they could do really. I think a couple of them actually set about cleaning the rooms themselves to ensure we weren't waiting much longer which didn't go unnoticed or unappreciated. Stayed here loads and will come back for our next Glasgow event."
4984,The Z Hotel Glasgow,Great central location near to George Square. 24 hour reception. I had a windowless room and it was very small. Having said that I only stayed a few nights and was out most of the time so less of an issue. Nice that they supplied free large glass water bottle daily. Friendly staff.
4985,The Z Hotel Glasgow,"Well located, sparkly clean, pleasant little bar area, friendly helpful staff (one even printed out directions for us to get to the bus station and kept our suitcases in a locked room when we had to checkout some hours before our departure), good shower. But at the time I booked, the only rooms available were small windowless ones. Wow. Barely room to put down a suitcase. I was able to upgrade to a somewhat bigger one, but still one of us had to crawl into the bed pushed against wall and the lack of window made the room fairly dark. Probably not issues for younger travelers, but harder for us. If it would be hard for you, hold out for one of regular rooms!"
4986,The Z Hotel Glasgow,"Brilliant hotel and location, the hotel has got everything you need. Staff are really nice and friendly. The black haired polish girl on nightshift reception is lovely too. Thanks a lot for the complimentary beer."
4987,The Z Hotel Glasgow,"a wonderful stay in a totally solid hotel lovely breakfast for a fiver5..all the coffee you want clean sheets, pure water ,,i bought the bottle in fact staff make experiences and this place is a pure undiluted treat.good manners,nothing to much well done see you in a few weeks jude whyte"
4988,The Z Hotel Glasgow,Great service from the staff. From the very beginning they were so helpful and accommodating. I was checked in slightly earlier which was good. Property was very clean-I got a room with no window was ideal for me but quite compact. Nothing to complain about though.
4989,The Z Hotel Glasgow,"Booked in for a night and what a great place. Great value for money and perfect location. But what really stands out is the fantastic staff - as soon as you walk in you feel that you are the most important thing to them and you are made to feel special. The staff are totally genuine. This makes all the difference to a single traveller and regardless of the fact that it is great value for money, I would most certainly choose the Z Hotel over many of the other 2, 3 and 4 star hotels I have stayed in."
4990,The Z Hotel Glasgow,"We stayed at Hotel in Glasgow for 2 nights, and it was generally very good. Great location, just around the corner from the Queen Street Rail Station which is almost right on George Square. The On and Off bus route begins right at George Square, so this was very convenient as well. The hotel is also a couple of blocks from the main shopping and restaurant/bar areas on three major pedestrian ways. In other words a superb location. The staff was very friendly and helpful and there is a nice small cafe on the ground floor. Also, due to COVID, Z Hotel moved our reserved room several times over 2 1/2 years as we tried to go for this well planned vacation, which we greatly appreciated. The slightly weird part was the room itself which was so small that the bed was in a corner,…"
4991,The Z Hotel Glasgow,"This hotel is located not far from George Square and is also excellently connected with Queen Street train station and the airport (Bus 500). The check-in also went wonderfully a few hours before, although I had paid 5 pounds per night on top. The room was quite clean at the first glance, unfortunately I found orange stains on my pillows. The lighting concept of my room can definitely be reconsidered. Otherwise, relatively trouble-free stay. Downstairs there is a cafe, where you can linger as usual in a lounge."
4992,The Z Hotel Glasgow,"Stayed one night in a double room (no window). Great for the price and location. I was met at reception by some lovely staff (lady with blond hair) who directed me to my ground floor room. My room was compact but had everything I needed in. Full Sky TV, tea and coffee making facilities and a cool shower/toilet glass room! Room had aircon/heater so was able to cool the room to keep me happy! The staff provided me wirh everything I needed from directions to cutlery for my dinner. On checkout I was met again with the receptionist from yesterday who was super friendly again. I will definitely be back. Brilliant accommodation in the centre of Glasgow and just a matter of minute walk from the Theatre Royal. Parking was also easy (and half price) at Montrose Street just round the…"
4993,The Z Hotel Glasgow,Hotel is generally modern and nice. Cleanliness isn’t the upmost priority as we had an cleanliness issue with the first room we was given however this was resolved and we was offered complimentary breakfast. We felt judged by staff due to this also not the best customer service. Me and my partner overheard conversation amongst staff about other staff doing a bad job which isn’t really something that should be discussed near customers.. Also to mention either the staff don’t wear masks at all or don’t wear them properly considering it is still a legal requirement. The hotel was located in a really good location. Pros- Nice shower and modern hotel Tasty breakfast Location is fantastic Cons- Judgy staff Not very clean Masks not worn
4994,The Z Hotel Glasgow,Donald the manager at this hotel went above and beyond to sort the issue where I couldn’t make my stay. Everytime I have stayed at the Z hotel I have been impressed and the work of Donald in this situation has made me confident of booking again.
4995,The Z Hotel Glasgow,"What can i say about Z Hotel in 1 word?.. Paul, absolutely brilliant service and dedication to his craft with a very personal touch, hotel was brilliant and had everything I needed but Paul definitely made the hotel stand above the rest and will definitely come again and recommend to a friend. Thank you for having me!"
4996,The Z Hotel Glasgow,"Booked a last minute trip away to Glasgow and booked into z hotel. What a little gem it was! Perfect location near the train station and main square. Super cosy bed. We got a windowless room, did remind me and my partner of when we used to work on cruise ships due to the size... but had everything we needed and even sky TV! The bathroom is a glass box inside the room, might be a bit odd for new couples or groups or friends. Not much privacy in that respect! Would definitely use this hotel chain again!"
4997,The Z Hotel Glasgow,"Excellent location and helpful, friendly staff. We arrived on Hogmanay and were greeted with a complimentary glass of wine then a Prosecco when we came back in after bringing in the New Year in George Square. Hotel is a stones throw from the Square and 2 minutes walk from Queen Street Station. Rooms are compact but have everything you need, well apart from a fridge. There is complimentary water, tea/coffee and toiletries. Bed and room very clean. Only improvement in cleanliness would be the black discolouration of sealant in the shower cubicle, which is easily removed with products that cost less than £10. Didn’t put us off though as would definitely stay here again."
4998,The Z Hotel Glasgow,"Amazing hotel, clean and comfortable and very friendly staff. Visited with friends for new year and a great place to stay centrally in Glasgow! Breakfast was fantastic too and all at very competitive prices! Thanks to all the staff for an amazing stay! Xx"
4999,The Z Hotel Glasgow,"Just home from a very enjoyable stay in the z hotel. Nice clean rooms which are minimalistic but had everything we needed (although we just asked for fresh towels etc as required). Only downside of room was that the bed was right up to the windowsill which makes it tricky to get in and out of bed if there is another person in it!! A smaller unit at other side would possibly allow enough of a gap for ease of getting in/out of bed. That said, it was nice to have drinking water in room as well as usual tea/coffee etc. Also a nice touch to have sky sports and movies channels. We were also offered complimentary wine on Christmas Eve and Christmas Day which was appreciated. Staff are helpful and friendly. We had breakfast one morning which was basic but tasty and only £5 per person.…"
5000,Hotel Football Old Trafford,"Super hotel. Modern, clean, comfortable. A stones throw from Old Trafford, busy on match days but so convenient. Secure parking is just across the road. Every member of staff we encountered/spoke to was friendly and helpful. Although busy the staff were so efficient it didn’t feel like it was. The breakfast was perfect. Delicious and freshly cooked not like the buffet-style cooked food that is left to congeal for hours. We will definitely stay again. Thank you for a great time."
5001,Hotel Football Old Trafford,"Couldn’t fault it, booked this for my partners birthday for a football themed bank holiday weekend, the rooms were lovely, spacious and of course very clean and maintained and the few staff we met seemed lovely. Nice easy check in when we arrived and we went for dinner in cafe football, the service was very quick and the food came out very hot and tasty so again can’t fault it. I booked a standard double room but asked if it was possible to be overlooking the stadium as we’re celebrating a birthday… the view was amazing from our room so thankyou for that! Would definitely recommend! :)"
5002,Hotel Football Old Trafford,"What a nice hotel! Great room, nice extra touches that make you feel the guest’s experience have really been thought of. Staff were really helpful and welcoming. Will definitely return. Even the view of Old Trafford didn’t put me off 😂😂 Thank you!"
5003,Hotel Football Old Trafford,Beautiful view of the famous Old Trafford! Very big room with comfy bed and pillows. Breakfast was very good. Has an amazing football pitch at the top overlooking Old Trafford. Clean bathroom and room. We loved it!
5004,Hotel Football Old Trafford,"An absolutely superb and warm welcome from Lauren at reception on arrival, along with her brilliant colleague Chanel. We were so impressed by the very friendly, smiley and efficient check in, with all of the information we needed to know. I'm sure they've said the information a million times before, but they were so friendly and personal, it was the best welcome to a hotel we have ever received (and we stay in so many for work!). Nothing was a problem, and any questions we had were answered really quickly - and helpfully. A brilliant stay at a brilliant hotel - but namely due to the brilliant staff that set the tone when you arrive, so you know you're in good hands! Thank you Lauren and Chanel! P.S. The Instagram like counter at reception was brilliant!"
5005,Hotel Football Old Trafford,"Stayed at hotel football for the Manchester Marathon. Couldn’t rate it high enough! Brilliant location for the start. Special mention for Chanel and Georgia at reception who were so professional, helpful and accommodating. The management are lucky to have such excellent staff."
